<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
18/09/18,110360.0,110430.0,110350.0,110400.0
18/09/18,110430.0,110450.0,110390.0,110390.0
18/09/18,110440.0,110450.0,110420.0,110420.0
18/09/18,110380.0,110380.0,110380.0,110380.0
18/09/18,110440.0,110460.0,110390.0,110390.0
18/09/18,110440.0,110460.0,110420.0,110420.0
18/09/18,110420.0,110420.0,110410.0,110410.0
18/09/18,110400.0,110400.0,110380.0,110380.0
18/09/18,110360.0,110380.0,110350.0,110380.0
18/09/18,110380.0,110390.0,110380.0,110390.0
18/09/18,110370.0,110420.0,110370.0,110420.0
18/09/18,110380.0,110380.0,110340.0,110340.0
18/09/18,110320.0,110350.0,110320.0,110350.0
18/09/18,110350.0,110460.0,110320.0,110350.0
18/09/18,110310.0,110310.0,110300.0,110310.0
18/09/18,110340.0,110340.0,110340.0,110340.0
18/09/18,110310.0,110310.0,110300.0,110300.0
18/09/18,110300.0,110300.0,110270.0,110270.0
18/09/18,110280.0,110280.0,110270.0,110280.0
18/09/18,110280.0,110280.0,110260.0,110260.0
18/09/18,110280.0,110280.0,110260.0,110280.0
18/09/18,110290.0,110310.0,110290.0,110310.0
18/09/18,110310.0,110310.0,110290.0,110290.0
18/09/18,110280.0,110340.0,110280.0,110310.0
18/09/18,110320.0,110330.0,110300.0,110330.0
18/09/18,110290.0,110300.0,110290.0,110300.0
18/09/18,110320.0,110320.0,110300.0,110300.0
18/09/18,110340.0,110340.0,110330.0,110340.0
18/09/18,110330.0,110350.0,110330.0,110350.0
18/09/18,110330.0,110330.0,110330.0,110330.0
18/09/18,110330.0,110330.0,110330.0,110330.0
18/09/18,110300.0,110320.0,110300.0,110320.0
18/09/18,110280.0,110280.0,110280.0,110280.0
18/09/18,110330.0,110330.0,110280.0,110280.0
18/09/18,110280.0,110280.0,110240.0,110240.0
18/09/18,110240.0,110240.0,110220.0,110240.0
18/09/18,110250.0,110260.0,110230.0,110260.0
18/09/18,110240.0,110240.0,110230.0,110230.0
18/09/18,110230.0,110240.0,110220.0,110240.0
18/09/18,110240.0,110240.0,110230.0,110230.0
18/09/18,110220.0,110230.0,110180.0,110220.0
18/09/18,110230.0,110240.0,110220.0,110220.0
18/09/18,110230.0,110260.0,110230.0,110250.0
18/09/18,110260.0,110260.0,110240.0,110250.0
18/09/18,110260.0,110260.0,110170.0,110170.0
18/09/18,110200.0,110220.0,110170.0,110190.0
18/09/18,110220.0,110220.0,110180.0,110180.0
18/09/18,110200.0,110220.0,110200.0,110220.0
18/09/18,110190.0,110190.0,110180.0,110180.0
18/09/18,110180.0,110200.0,110180.0,110200.0
18/09/18,110200.0,110200.0,110170.0,110180.0
18/09/18,110200.0,110200.0,110170.0,110170.0
18/09/18,110180.0,110210.0,110180.0,110210.0
18/09/18,110230.0,110230.0,110180.0,110180.0
18/09/18,110180.0,110180.0,110180.0,110180.0
18/09/18,110190.0,110190.0,110140.0,110140.0
18/09/18,110140.0,110160.0,110120.0,110120.0
18/09/18,110140.0,110150.0,110120.0,110120.0
18/09/18,110140.0,110140.0,110110.0,110130.0
18/09/18,110150.0,110150.0,110120.0,110130.0
18/09/18,110130.0,110150.0,110130.0,110140.0
18/09/18,110140.0,110150.0,110130.0,110150.0
18/09/18,110160.0,110200.0,110160.0,110180.0
18/09/18,110200.0,110200.0,110190.0,110200.0
18/09/18,110200.0,110200.0,110180.0,110180.0
18/09/18,110180.0,110180.0,110170.0,110170.0
18/09/18,110180.0,110180.0,110150.0,110150.0
18/09/18,110150.0,110160.0,110150.0,110160.0
18/09/18,110140.0,110140.0,110140.0,110140.0
18/09/18,110130.0,110140.0,110100.0,110100.0
18/09/18,110130.0,110130.0,110100.0,110100.0
18/09/18,110100.0,110100.0,110100.0,110100.0
18/09/18,110090.0,110090.0,110020.0,110040.0
18/09/18,110060.0,110080.0,110050.0,110080.0
18/09/18,110060.0,110160.0,110060.0,110120.0
18/09/18,110150.0,110150.0,110100.0,110150.0
18/09/18,110110.0,110130.0,110060.0,110060.0
18/09/18,110060.0,110090.0,110060.0,110090.0
18/09/18,110110.0,110110.0,110080.0,110080.0
18/09/18,110080.0,110080.0,110070.0,110070.0
18/09/18,110110.0,110110.0,110080.0,110080.0
18/09/18,110120.0,110130.0,110120.0,110130.0
18/09/18,110170.0,110180.0,110130.0,110170.0
18/09/18,110170.0,110170.0,110140.0,110140.0
18/09/18,110180.0,110190.0,110140.0,110170.0
18/09/18,110160.0,110160.0,110140.0,110160.0
18/09/18,110170.0,110180.0,110170.0,110180.0
18/09/18,110150.0,110150.0,110130.0,110130.0
18/09/18,110130.0,110140.0,110110.0,110140.0
18/09/18,110140.0,110190.0,110120.0,110160.0
18/09/18,110170.0,110220.0,110170.0,110180.0
18/09/18,110190.0,110200.0,110190.0,110190.0
18/09/18,110200.0,110250.0,110200.0,110240.0
18/09/18,110210.0,110250.0,110190.0,110250.0
18/09/18,110250.0,110250.0,110250.0,110250.0
18/09/18,110240.0,110240.0,110240.0,110240.0
18/09/18,110250.0,110280.0,110240.0,110270.0
18/09/18,110250.0,110290.0,110250.0,110250.0
18/09/18,110280.0,110280.0,110280.0,110280.0
18/09/18,110270.0,110290.0,110270.0,110290.0
18/09/18,110270.0,110300.0,110270.0,110270.0
18/09/18,110260.0,110260.0,110250.0,110250.0
18/09/18,110250.0,110280.0,110230.0,110230.0
18/09/18,110240.0,110240.0,110240.0,110240.0
18/09/18,110270.0,110290.0,110260.0,110260.0
18/09/18,110300.0,110320.0,110300.0,110300.0
18/09/18,110300.0,110320.0,110270.0,110270.0
18/09/18,110300.0,110350.0,110300.0,110350.0
18/09/18,110350.0,110350.0,110310.0,110310.0
18/09/18,110310.0,110350.0,110310.0,110330.0
18/09/18,110340.0,110340.0,110340.0,110340.0
18/09/18,110340.0,110340.0,110340.0,110340.0
18/09/18,110350.0,110350.0,110330.0,110350.0
18/09/18,110350.0,110350.0,110350.0,110350.0
18/09/18,110350.0,110350.0,110330.0,110330.0
18/09/18,110340.0,110340.0,110320.0,110320.0
18/09/18,110330.0,110350.0,110320.0,110330.0
18/09/18,110360.0,110360.0,110360.0,110360.0
18/09/18,110360.0,110360.0,110350.0,110350.0
18/09/18,110330.0,110330.0,110330.0,110330.0
18/09/18,110360.0,110360.0,110360.0,110360.0
18/09/18,110360.0,110370.0,110340.0,110340.0
18/09/18,110370.0,110370.0,110370.0,110370.0
18/09/18,110370.0,110400.0,110360.0,110400.0
18/09/18,110370.0,110370.0,110370.0,110370.0
18/09/18,110390.0,110390.0,110390.0,110390.0
18/09/18,110390.0,110390.0,110390.0,110390.0
18/09/18,110370.0,110390.0,110370.0,110390.0
18/09/18,110390.0,110410.0,110390.0,110400.0
18/09/18,110370.0,110370.0,110370.0,110370.0
18/09/18,110370.0,110370.0,110370.0,110370.0
18/09/18,110350.0,110350.0,110350.0,110350.0
18/09/18,110360.0,110370.0,110330.0,110340.0
18/09/18,110340.0,110340.0,110330.0,110330.0
18/09/18,110330.0,110330.0,110330.0,110330.0
18/09/18,110360.0,110370.0,110360.0,110360.0
18/09/18,110370.0,110390.0,110360.0,110380.0
18/09/18,110380.0,110380.0,110370.0,110370.0
18/09/18,110360.0,110370.0,110350.0,110370.0
18/09/18,110370.0,110370.0,110370.0,110370.0
18/09/18,110350.0,110350.0,110340.0,110340.0
18/09/18,110350.0,110350.0,110350.0,110350.0
18/09/18,110330.0,110330.0,110330.0,110330.0
18/09/18,110350.0,110360.0,110340.0,110350.0
18/09/18,110340.0,110340.0,110310.0,110330.0
18/09/18,110320.0,110320.0,110310.0,110310.0
18/09/18,110310.0,110320.0,110290.0,110300.0
18/09/18,110320.0,110320.0,110290.0,110290.0
18/09/18,110300.0,110310.0,110290.0,110290.0
18/09/18,110320.0,110320.0,110310.0,110310.0
18/09/18,110320.0,110320.0,110290.0,110290.0
18/09/18,110290.0,110290.0,110290.0,110290.0
18/09/18,110300.0,110300.0,110270.0,110270.0
18/09/18,110280.0,110300.0,110280.0,110280.0
18/09/18,110290.0,110290.0,110260.0,110290.0
18/09/18,110290.0,110290.0,110260.0,110290.0
18/09/18,110260.0,110260.0,110260.0,110260.0
18/09/18,110260.0,110260.0,110260.0,110260.0
18/09/18,110250.0,110250.0,110230.0,110240.0
18/09/18,110270.0,110280.0,110240.0,110240.0
18/09/18,110280.0,110280.0,110060.0,110210.0
18/09/18,110230.0,110250.0,110220.0,110250.0
18/09/18,110260.0,110260.0,110230.0,110230.0
18/09/18,110230.0,110240.0,110210.0,110210.0
18/09/18,110270.0,110270.0,110220.0,110220.0
18/09/18,110250.0,110250.0,110240.0,110240.0
18/09/18,110270.0,110270.0,110270.0,110270.0
18/09/18,110280.0,110280.0,110240.0,110240.0
18/09/18,110240.0,110260.0,110210.0,110260.0
18/09/18,110260.0,110270.0,110240.0,110250.0
18/09/18,110220.0,110250.0,110060.0,110240.0
18/09/18,110240.0,110260.0,110240.0,110240.0
18/09/18,110240.0,110300.0,110240.0,110300.0
18/09/18,110300.0,110300.0,110290.0,110300.0
18/09/18,110300.0,110320.0,110260.0,110300.0
18/09/18,110310.0,110310.0,110280.0,110310.0
18/09/18,110310.0,110310.0,110280.0,110280.0
18/09/18,110290.0,110300.0,110290.0,110300.0
18/09/18,110290.0,110330.0,110290.0,110310.0
18/09/18,110310.0,110320.0,110280.0,110280.0
18/09/18,110310.0,110310.0,110310.0,110310.0
18/09/18,110270.0,110290.0,110260.0,110290.0
18/09/18,110300.0,110310.0,110300.0,110300.0
18/09/18,110270.0,110290.0,110240.0,110250.0
18/09/18,110230.0,110240.0,110200.0,110230.0
18/09/18,110200.0,110280.0,110200.0,110210.0
18/09/18,110260.0,110260.0,110250.0,110250.0
18/09/18,110280.0,110280.0,110240.0,110240.0
18/09/18,110240.0,110260.0,110240.0,110260.0
18/09/18,110220.0,110240.0,110180.0,110180.0
18/09/18,110170.0,110210.0,110160.0,110180.0
18/09/18,110220.0,110220.0,110190.0,110190.0
18/09/18,110230.0,110240.0,110230.0,110230.0
18/09/18,110240.0,110260.0,110210.0,110210.0
18/09/18,110210.0,110210.0,110210.0,110210.0
18/09/18,110210.0,110210.0,110210.0,110210.0
18/09/18,110230.0,110230.0,110230.0,110230.0
18/09/18,110230.0,110230.0,110230.0,110230.0
18/09/18,110210.0,110210.0,110190.0,110190.0
18/09/18,110240.0,110260.0,110200.0,110200.0
18/09/18,110200.0,110220.0,110150.0,110210.0
18/09/18,110200.0,110240.0,110200.0,110220.0
18/09/18,110240.0,110300.0,110240.0,110280.0
18/09/18,110250.0,110260.0,110200.0,110210.0
18/09/18,110240.0,110300.0,110240.0,110300.0
18/09/18,110300.0,110310.0,110300.0,110310.0
18/09/18,110320.0,110360.0,110290.0,110290.0
18/09/18,110340.0,110340.0,110340.0,110340.0
18/09/18,110330.0,110330.0,110330.0,110330.0
18/09/18,110320.0,110320.0,110320.0,110320.0
18/09/18,110340.0,110420.0,110340.0,110410.0
18/09/18,110400.0,110400.0,110400.0,110400.0
18/09/18,110410.0,110410.0,110390.0,110390.0
18/09/18,110400.0,110420.0,110380.0,110380.0
18/09/18,110380.0,110380.0,110340.0,110340.0
18/09/18,110370.0,110380.0,110370.0,110380.0
18/09/18,110360.0,110360.0,110350.0,110350.0
18/09/18,110340.0,110340.0,110330.0,110330.0
18/09/18,110350.0,110360.0,110340.0,110340.0
18/09/18,110350.0,110390.0,110350.0,110350.0
18/09/18,110370.0,110370.0,110340.0,110340.0
18/09/18,110330.0,110330.0,110320.0,110320.0
18/09/18,110320.0,110350.0,110320.0,110350.0
18/09/18,110350.0,110350.0,110310.0,110310.0
18/09/18,110340.0,110350.0,110310.0,110310.0
18/09/18,110340.0,110340.0,110310.0,110310.0
18/09/18,110300.0,110310.0,110300.0,110310.0
18/09/18,110310.0,110310.0,110310.0,110310.0
18/09/18,110350.0,110380.0,110320.0,110320.0
18/09/18,110350.0,110360.0,110350.0,110360.0
18/09/18,110340.0,110400.0,110340.0,110400.0
18/09/18,110390.0,110400.0,110290.0,110340.0
18/09/18,110250.0,110300.0,110240.0,110300.0
18/09/18,110260.0,110260.0,110240.0,110240.0
18/09/18,110250.0,110250.0,110250.0,110250.0
18/09/18,110260.0,110260.0,110220.0,110220.0
18/09/18,110260.0,110270.0,110240.0,110270.0
18/09/18,110280.0,110280.0,110280.0,110280.0
18/09/18,110270.0,110270.0,110240.0,110240.0
18/09/18,110260.0,110320.0,110250.0,110300.0
18/09/18,110330.0,110370.0,110330.0,110350.0
18/09/18,110350.0,110350.0,110330.0,110330.0
18/09/18,110350.0,110450.0,110350.0,110400.0
18/09/18,110410.0,110470.0,110380.0,110470.0
18/09/18,110430.0,110640.0,110430.0,110540.0
18/09/18,110510.0,110530.0,110360.0,110500.0
18/09/18,110490.0,110500.0,110470.0,110500.0
18/09/18,110460.0,110460.0,110460.0,110460.0
18/09/18,110460.0,110460.0,110350.0,110350.0
18/10/18,115740.0,115740.0,115110.0,115210.0
18/10/18,115220.0,115230.0,115050.0,115080.0
18/10/18,115080.0,115150.0,115030.0,115070.0
18/10/18,115070.0,115110.0,115020.0,115080.0
18/10/18,115080.0,115180.0,115050.0,115110.0
18/10/18,115100.0,115180.0,115060.0,115070.0
18/10/18,115090.0,115130.0,115060.0,115120.0
18/10/18,115120.0,115130.0,115060.0,115110.0
18/10/18,115100.0,115190.0,115080.0,115120.0
18/10/18,115120.0,115190.0,115110.0,115190.0
18/10/18,115170.0,115190.0,114930.0,114950.0
18/10/18,114960.0,115000.0,114880.0,114990.0
18/10/18,114990.0,115000.0,114900.0,114940.0
18/10/18,114940.0,114950.0,114860.0,114950.0
18/10/18,114950.0,115020.0,114900.0,115000.0
18/10/18,114990.0,115050.0,114950.0,115050.0
18/10/18,115050.0,115080.0,115000.0,115060.0
18/10/18,115050.0,115050.0,114990.0,115020.0
18/10/18,115020.0,115080.0,114990.0,115050.0
18/10/18,115050.0,115080.0,115000.0,115010.0
18/10/18,115000.0,115080.0,115000.0,115050.0
18/10/18,115050.0,115110.0,115050.0,115090.0
18/10/18,115100.0,115180.0,115090.0,115140.0
18/10/18,115140.0,115160.0,115110.0,115110.0
18/10/18,115130.0,115150.0,115090.0,115110.0
18/10/18,115120.0,115180.0,115110.0,115170.0
18/10/18,115170.0,115200.0,115110.0,115120.0
18/10/18,115110.0,115200.0,115110.0,115190.0
18/10/18,115190.0,115290.0,115180.0,115220.0
18/10/18,115210.0,115240.0,115190.0,115210.0
18/10/18,115210.0,115260.0,115200.0,115260.0
18/10/18,115260.0,115280.0,115220.0,115230.0
18/10/18,115230.0,115240.0,115180.0,115200.0
18/10/18,115210.0,115280.0,115200.0,115270.0
18/10/18,115260.0,115310.0,115260.0,115300.0
18/10/18,115300.0,115310.0,115250.0,115270.0
18/10/18,115270.0,115280.0,115150.0,115180.0
18/10/18,115190.0,115210.0,115150.0,115190.0
18/10/18,115200.0,115260.0,115200.0,115210.0
18/10/18,115200.0,115230.0,115180.0,115210.0
18/10/18,115210.0,115260.0,115190.0,115240.0
18/10/18,115240.0,115260.0,115150.0,115200.0
18/10/18,115190.0,115260.0,115190.0,115220.0
18/10/18,115230.0,115240.0,115190.0,115200.0
18/10/18,115200.0,115220.0,115190.0,115200.0
18/10/18,115200.0,115220.0,115110.0,115120.0
18/10/18,115120.0,115210.0,115110.0,115190.0
18/10/18,115210.0,115220.0,115190.0,115220.0
18/10/18,115220.0,115300.0,115210.0,115280.0
18/10/18,115280.0,115350.0,115250.0,115350.0
18/10/18,115350.0,115460.0,115300.0,115400.0
18/10/18,115390.0,115420.0,115340.0,115350.0
18/10/18,115360.0,115430.0,115350.0,115370.0
18/10/18,115370.0,115440.0,115370.0,115430.0
18/10/18,115430.0,115480.0,115420.0,115460.0
18/10/18,115470.0,115480.0,115420.0,115480.0
18/10/18,115460.0,115570.0,115460.0,115470.0
18/10/18,115470.0,115480.0,115410.0,115440.0
18/10/18,115440.0,115480.0,115420.0,115460.0
18/10/18,115460.0,115510.0,115450.0,115450.0
18/10/18,115460.0,115530.0,115460.0,115500.0
18/10/18,115490.0,115500.0,115420.0,115440.0
18/10/18,115440.0,115480.0,115430.0,115470.0
18/10/18,115480.0,115490.0,115440.0,115440.0
18/10/18,115440.0,115440.0,115350.0,115380.0
18/10/18,115390.0,115410.0,115350.0,115350.0
18/10/18,115350.0,115350.0,115220.0,115230.0
18/10/18,115250.0,115290.0,115240.0,115250.0
18/10/18,115240.0,115260.0,115220.0,115250.0
18/10/18,115260.0,115290.0,115240.0,115250.0
18/10/18,115240.0,115280.0,115240.0,115280.0
18/10/18,115280.0,115290.0,115250.0,115250.0
18/10/18,115240.0,115270.0,115150.0,115170.0
18/10/18,115190.0,115240.0,115180.0,115240.0
18/10/18,115230.0,115270.0,115190.0,115200.0
18/10/18,115200.0,115270.0,115190.0,115250.0
18/10/18,115240.0,115280.0,115220.0,115270.0
18/10/18,115270.0,115270.0,115170.0,115190.0
18/10/18,115180.0,115220.0,115120.0,115170.0
18/10/18,115150.0,115200.0,115130.0,115190.0
18/10/18,115190.0,115240.0,115180.0,115190.0
18/10/18,115200.0,115230.0,115140.0,115140.0
18/10/18,115140.0,115250.0,115140.0,115250.0
18/10/18,115250.0,115250.0,115150.0,115150.0
18/10/18,115160.0,115160.0,115120.0,115140.0
18/10/18,115140.0,115220.0,115140.0,115200.0
18/10/18,115200.0,115210.0,115180.0,115190.0
18/10/18,115190.0,115200.0,115150.0,115180.0
18/10/18,115170.0,115230.0,115150.0,115200.0
18/10/18,115190.0,115280.0,115190.0,115260.0
18/10/18,115260.0,115260.0,115170.0,115190.0
18/10/18,115180.0,115220.0,115180.0,115190.0
18/10/18,115190.0,115200.0,115160.0,115160.0
18/10/18,115170.0,115210.0,115170.0,115190.0
18/10/18,115180.0,115190.0,115130.0,115160.0
18/10/18,115160.0,115190.0,115160.0,115180.0
18/10/18,115170.0,115200.0,115160.0,115180.0
18/10/18,115200.0,115240.0,115190.0,115210.0
18/10/18,115220.0,115220.0,115080.0,115160.0
18/10/18,115150.0,115180.0,115120.0,115180.0
18/10/18,115190.0,115190.0,115110.0,115190.0
18/10/18,115180.0,115200.0,115160.0,115180.0
18/10/18,115200.0,115210.0,115160.0,115200.0
18/10/18,115190.0,115190.0,115170.0,115180.0
18/10/18,115180.0,115200.0,115160.0,115160.0
18/10/18,115160.0,115180.0,115080.0,115080.0
18/10/18,115080.0,115100.0,115050.0,115060.0
18/10/18,115070.0,115110.0,115050.0,115100.0
18/10/18,115100.0,115130.0,115090.0,115130.0
18/10/18,115120.0,115160.0,115100.0,115110.0
18/10/18,115110.0,115200.0,115100.0,115180.0
18/10/18,115170.0,115190.0,115130.0,115160.0
18/10/18,115170.0,115200.0,115150.0,115190.0
18/10/18,115180.0,115200.0,115170.0,115200.0
18/10/18,115200.0,115250.0,115170.0,115200.0
18/10/18,115200.0,115210.0,115150.0,115180.0
18/10/18,115180.0,115180.0,115110.0,115130.0
18/10/18,115150.0,115160.0,115120.0,115140.0
18/10/18,115150.0,115150.0,115030.0,115040.0
18/10/18,115060.0,115070.0,115030.0,115030.0
18/10/18,115050.0,115090.0,115030.0,115060.0
18/10/18,115060.0,115130.0,115020.0,115120.0
18/10/18,115120.0,115140.0,115100.0,115110.0
18/10/18,115110.0,115110.0,115050.0,115060.0
18/10/18,115060.0,115130.0,115060.0,115110.0
18/10/18,115120.0,115140.0,115100.0,115120.0
18/10/18,115110.0,115190.0,115110.0,115150.0
18/10/18,115170.0,115220.0,115150.0,115220.0
18/10/18,115220.0,115230.0,115180.0,115200.0
18/10/18,115200.0,115260.0,115200.0,115230.0
18/10/18,115220.0,115260.0,115190.0,115260.0
18/10/18,115250.0,115260.0,115220.0,115240.0
18/10/18,115240.0,115330.0,115240.0,115270.0
18/10/18,115270.0,115270.0,115150.0,115160.0
18/10/18,115170.0,115240.0,115160.0,115230.0
18/10/18,115240.0,115260.0,115180.0,115190.0
18/10/18,115190.0,115230.0,115170.0,115190.0
18/10/18,115180.0,115250.0,115180.0,115250.0
18/10/18,115240.0,115260.0,115190.0,115240.0
18/10/18,115240.0,115310.0,115230.0,115240.0
18/10/18,115240.0,115240.0,115190.0,115220.0
18/10/18,115220.0,115230.0,115140.0,115180.0
18/10/18,115170.0,115180.0,115130.0,115130.0
18/10/18,115130.0,115200.0,115130.0,115200.0
18/10/18,115190.0,115190.0,115130.0,115170.0
18/10/18,115170.0,115220.0,115160.0,115200.0
18/10/18,115190.0,115190.0,115140.0,115140.0
18/10/18,115140.0,115180.0,115110.0,115180.0
18/10/18,115190.0,115200.0,115130.0,115160.0
18/10/18,115160.0,115160.0,115120.0,115130.0
18/10/18,115140.0,115200.0,115140.0,115150.0
18/10/18,115150.0,115180.0,115150.0,115150.0
18/10/18,115170.0,115180.0,115150.0,115170.0
18/10/18,115180.0,115180.0,115110.0,115120.0
18/10/18,115120.0,115140.0,115070.0,115130.0
18/10/18,115130.0,115130.0,115100.0,115110.0
18/10/18,115120.0,115130.0,115050.0,115050.0
18/10/18,115050.0,115070.0,115000.0,115000.0
18/10/18,115000.0,115040.0,115000.0,115040.0
18/10/18,115040.0,115050.0,115000.0,115000.0
18/10/18,115000.0,115080.0,115000.0,115070.0
18/10/18,115060.0,115100.0,115040.0,115060.0
18/10/18,115060.0,115090.0,115060.0,115060.0
18/10/18,115070.0,115090.0,115050.0,115070.0
18/10/18,115060.0,115160.0,115060.0,115120.0
18/10/18,115100.0,115170.0,115100.0,115170.0
18/10/18,115160.0,115200.0,115150.0,115180.0
18/10/18,115190.0,115430.0,115170.0,115400.0
18/10/18,115410.0,115410.0,115330.0,115370.0
18/10/18,115380.0,115380.0,115350.0,115350.0
18/10/18,115350.0,115420.0,115340.0,115420.0
18/10/18,115410.0,115650.0,115400.0,115520.0
18/10/18,115520.0,115600.0,115500.0,115530.0
18/10/18,115540.0,115600.0,115520.0,115550.0
18/10/18,115550.0,115600.0,115550.0,115570.0
18/10/18,115570.0,115580.0,115510.0,115550.0
18/10/18,115560.0,115590.0,115510.0,115510.0
18/10/18,115510.0,115550.0,115510.0,115510.0
18/10/18,115510.0,115510.0,115410.0,115440.0
18/10/18,115430.0,115490.0,115430.0,115460.0
18/10/18,115460.0,115490.0,115430.0,115430.0
18/10/18,115430.0,115470.0,115350.0,115360.0
18/10/18,115360.0,115360.0,115270.0,115290.0
18/10/18,115290.0,115310.0,115270.0,115280.0
18/10/18,115270.0,115290.0,115240.0,115270.0
18/10/18,115270.0,115320.0,115260.0,115290.0
18/10/18,115290.0,115300.0,115210.0,115220.0
18/10/18,115230.0,115260.0,115170.0,115230.0
18/10/18,115230.0,115240.0,115200.0,115220.0
18/10/18,115200.0,115210.0,115180.0,115200.0
18/10/18,115220.0,115240.0,115200.0,115220.0
18/10/18,115220.0,115220.0,115180.0,115210.0
18/10/18,115200.0,115240.0,115200.0,115230.0
18/10/18,115230.0,115240.0,115170.0,115180.0
18/10/18,115180.0,115210.0,115160.0,115160.0
18/10/18,115160.0,115200.0,115150.0,115170.0
18/10/18,115180.0,115200.0,115160.0,115190.0
18/10/18,115180.0,115180.0,115110.0,115110.0
18/10/18,115110.0,115130.0,115070.0,115090.0
18/10/18,115080.0,115120.0,115080.0,115090.0
18/10/18,115090.0,115170.0,115080.0,115150.0
18/10/18,115150.0,115180.0,115130.0,115170.0
18/10/18,115180.0,115200.0,115130.0,115160.0
18/10/18,115170.0,115170.0,115120.0,115160.0
18/10/18,115160.0,115180.0,115160.0,115170.0
18/10/18,115160.0,115180.0,115120.0,115170.0
18/10/18,115170.0,115180.0,115140.0,115150.0
18/10/18,115150.0,115170.0,115140.0,115140.0
18/10/18,115160.0,115170.0,115140.0,115140.0
18/10/18,115140.0,115150.0,115100.0,115140.0
18/10/18,115140.0,115170.0,115110.0,115160.0
18/10/18,115160.0,115170.0,115110.0,115120.0
18/10/18,115120.0,115140.0,115080.0,115080.0
18/10/18,115070.0,115070.0,114890.0,114940.0
18/10/18,114930.0,114980.0,114930.0,114950.0
18/10/18,114960.0,114990.0,114930.0,114950.0
18/10/18,114950.0,114980.0,114940.0,114970.0
18/10/18,114970.0,115000.0,114960.0,114990.0
18/10/18,114990.0,115000.0,114950.0,114950.0
18/10/18,114960.0,114970.0,114940.0,114950.0
18/10/18,114940.0,114950.0,114800.0,114900.0
18/10/18,114900.0,114920.0,114870.0,114900.0
18/10/18,114910.0,115000.0,114880.0,115000.0
18/10/18,115000.0,115030.0,114960.0,115010.0
18/10/18,115020.0,115020.0,114950.0,114990.0
18/10/18,114980.0,115010.0,114970.0,114990.0
18/10/18,115000.0,115010.0,114970.0,114980.0
18/10/18,114980.0,114990.0,114940.0,114980.0
18/10/18,114990.0,115020.0,114960.0,114980.0
18/10/18,114970.0,114970.0,114880.0,114930.0
18/10/18,114940.0,114970.0,114910.0,114940.0
18/10/18,114940.0,114970.0,114930.0,114950.0
18/10/18,114970.0,114980.0,114940.0,114940.0
18/10/18,114940.0,114960.0,114920.0,114960.0
18/10/18,114950.0,114950.0,114920.0,114940.0
18/10/18,114940.0,114950.0,114920.0,114930.0
18/10/18,114930.0,114930.0,114890.0,114910.0
18/10/18,114900.0,114900.0,114860.0,114880.0
18/10/18,114880.0,114890.0,114840.0,114850.0
18/10/18,114860.0,114860.0,114510.0,114710.0
18/10/18,114710.0,114800.0,114650.0,114690.0
18/10/18,114690.0,114690.0,114580.0,114610.0
18/10/18,114600.0,114690.0,114590.0,114690.0
18/10/18,114690.0,114750.0,114670.0,114730.0
18/10/18,114720.0,114890.0,114720.0,114860.0
18/10/18,114850.0,114880.0,114800.0,114800.0
18/10/18,114800.0,114820.0,114750.0,114750.0
18/10/18,114770.0,114810.0,114770.0,114800.0
18/10/18,114810.0,114850.0,114770.0,114810.0
18/10/18,114810.0,114820.0,114760.0,114790.0
18/10/18,114780.0,114860.0,114770.0,114830.0
18/10/18,114830.0,114850.0,114810.0,114820.0
18/10/18,114820.0,114850.0,114810.0,114820.0
18/10/18,114810.0,114820.0,114770.0,114800.0
18/10/18,114800.0,114810.0,114740.0,114750.0
18/10/18,114740.0,114780.0,114730.0,114760.0
18/10/18,114750.0,114810.0,114750.0,114810.0
18/10/18,114810.0,114820.0,114790.0,114820.0
18/10/18,114830.0,114850.0,114820.0,114840.0
18/10/18,114850.0,114860.0,114840.0,114860.0
18/10/18,114860.0,114870.0,114790.0,114790.0
18/10/18,114800.0,114830.0,114780.0,114830.0
18/10/18,114820.0,114830.0,114720.0,114720.0
18/10/18,114740.0,114800.0,114740.0,114790.0
18/10/18,114790.0,114810.0,114780.0,114810.0
18/10/18,114800.0,114830.0,114770.0,114830.0
18/10/18,114820.0,114850.0,114800.0,114850.0
18/10/18,114840.0,114860.0,114820.0,114850.0
18/10/18,114850.0,114950.0,114820.0,114860.0
18/10/18,114870.0,114890.0,114830.0,114850.0
18/10/18,114850.0,114860.0,114770.0,114790.0
18/10/18,114780.0,114780.0,114670.0,114710.0
18/10/18,114720.0,114750.0,114710.0,114750.0
18/10/18,114730.0,114750.0,114720.0,114740.0
18/10/18,114750.0,114790.0,114690.0,114710.0
18/10/18,114700.0,114740.0,114670.0,114700.0
18/10/18,114700.0,114730.0,114630.0,114630.0
18/10/18,114640.0,114640.0,114560.0,114580.0
18/10/18,114580.0,114590.0,114510.0,114550.0
18/10/18,114550.0,114560.0,114520.0,114530.0
18/10/18,114520.0,114570.0,114510.0,114560.0
18/10/18,114570.0,114630.0,114550.0,114580.0
18/10/18,114570.0,114600.0,114570.0,114580.0
18/10/18,114590.0,114630.0,114580.0,114590.0
18/10/18,114580.0,114630.0,114560.0,114610.0
18/10/18,114600.0,114630.0,114590.0,114600.0
18/10/18,114600.0,114600.0,114570.0,114570.0
18/10/18,114580.0,114600.0,114500.0,114540.0
